date,841_no frills,841_walmart,841_superstore,841_sobeys,841_costco,47_honda,47_ford,47_dodge,47_nissan,47_toyota,1190_wolseley,1190_gm,1190_chrysler,1190_ford,1190_automotive,1191_bikes,1191_bmx,1191_velo,1191_bicycle,1191_bike,1140_canoe,1140_boat,1140_kayak,1140_bateau,1140_sail,1213_trailers,1213_roulotte,1213_trailer,1213_camper,1213_rv,1013_vintage,1013_cars,1013_encan,1013_classic cars,1013_tucker,1214_trailers,1214_trucks,1214_trailer,1214_truck,1214_hebdo,806_lamborghini,806_spartan,806_mclaren,806_bugatti,806_performance,810_electric car,810_hybrid,810_motor,810_toyota,810_prius,1317_buddy,1317_smart car,1317_morris,1317_smart,1317_door lock,273_yamaha,273_harley davidson,273_motorcycles,273_harley,273_motorcycle,148_ski doo,148_arctic cat,148_polaris,148_arctic,148_atv,1147_plane,1147_aircraft,1147_cessna,1147_titan,1147_airplane,1212_scooter,1212_scooters,1212_yamaha,1212_roller,1212_vespa,610_vans,610_truck,610_ford,610_suv,610_dodge,815_honda,815_ford,815_bmw,815_dodge,815_toyota,1294_points,1294_permis de conduire,1294_speeding ticket,1294_speeding,1294_driving test,170_driving school,170_driving,170_change address,170_license,170_plate,138_tools,138_auto repair,138_apk,138_mechanic,138_automotive,89_tires,89_auto parts,89_rims,89_tire,89_garmin,473_used,473_cars,473_auto,473_autotrader,473_car,803_auto show,803_2010,803_home show,803_convention centre,803_car show,121_super,121_super c,121_circulaire,121_iga,121_grocery,276_pizza,276_restaurant,276_tim hortons,276_pizza pizza,276_restaurants,650_portail,650_doors,650_air conditioner,650_wood,650_home depot,73_sears,73_walmart,73_walmart canada,73_canadian tire,73_store,355_books,355_renaud,355_livres,355_librairie,355_livre,1146_eb games,1146_ebgames,1146_eb,1146_game,1146_games,18_walmart,18_netflix,18_kijiji,18_canadian tire,18_amazon,1225_outlet,1225_costco hours,1225_outlets,1225_wholesale,1225_costco,270_ikea,270_ikea canada,270_lighting,270_furniture,270_light,659_gas station,659_gas,659_shell,659_oil,659_alberta,1268_gas prices,1268_gas costco,1268_gas,1268_costco,1268_gas buddy,38_saaq,38_blue cross,38_assurance,38_insurance,38_desjardins,844_barcode,844_display,844_pos,844_rfid,844_scanner,614_ticketmaster,614_cineplex,614_vancouver,614_ticket,614_centre bell
2012-03-01,29,30,24,32,15,68,68,69,71,69,54,7,10,25,20,37,42,20,35,26,86,24,48,23,47,38,30,32,22,38,61,25,65,32,18,58,61,44,54,70,51,33,32,43,32,15,26,43,43,76,36,9,36,16,26,44,73,49,74,50,24,57,51,58,58,15,31,35,16,26,34,30,37,28,29,32,56,64,36,71,60,63,4,61,55,60,62,55,57,58,55,56,40,30,25,46,41,11,40,46,29,67,62,31,42,50,49,46,88,37,14,11,79,46,38,43,39,22,22,9,42,47,44,42,30,9,71,4,47,30,62,28,16,44,50,23,42,50,34,40,30,36,31,28,33,31,48,89,30,12,48,13,19,58,27,26,20,80,63,35,12,52,50,47,47,10,3,11,3,5,33,75,54,53,80,42,50,48,27,50,51,75,48,38,54
2012-04-01,30,32,26,35,16,74,74,76,73,70,52,5,15,24,19,46,56,26,42,32,50,28,45,30,49,52,38,40,24,44,85,34,67,40,18,69,63,55,50,66,57,37,38,48,35,17,30,40,41,89,32,10,33,18,22,49,73,61,76,62,11,34,37,34,62,13,26,41,16,24,43,43,41,32,31,33,64,71,35,66,63,69,5,67,59,56,67,56,58,56,62,57,49,30,28,42,48,10,41,47,32,72,69,36,49,50,52,48,91,38,6,11,27,44,29,39,37,21,23,10,43,47,31,43,27,8,64,4,51,35,60,29,17,55,52,24,42,53,37,43,27,29,27,24,28,31,51,94,33,12,52,21,25,65,33,29,22,81,62,33,13,53,53,42,48,12,3,13,3,5,37,70,59,54,83,56,42,48,20,52,67,78,55,45,33
2012-05-01,31,35,26,38,17,71,69,68,66,64,63,5,11,23,20,52,65,28,50,35,16,37,50,35,53,57,39,51,30,51,81,36,47,36,20,68,65,60,51,55,60,35,40,45,33,15,25,36,32,67,31,8,29,15,30,49,77,63,79,60,5,24,27,24,59,15,27,39,13,25,49,48,35,31,44,29,65,69,38,70,58,66,5,60,54,67,58,66,64,64,60,60,48,35,32,44,42,9,38,47,28,68,58,31,48,47,50,44,86,37,2,10,7,43,24,42,37,25,27,9,40,49,29,40,29,9,69,14,54,46,58,30,20,62,51,23,36,51,38,40,28,33,27,23,28,33,46,91,39,12,50,18,20,59,34,26,19,81,58,30,13,53,54,46,48,9,2,10,2,5,34,63,59,54,81,42,47,46,21,52,65,74,45,40,36
2012-06-01,32,32,25,35,17,71,70,69,67,65,64,9,7,25,20,49,66,28,44,34,16,39,61,43,69,56,43,52,32,50,80,27,36,32,14,62,71,51,53,60,65,89,43,52,30,13,21,47,23,51,38,8,33,14,57,43,79,60,80,61,5,22,28,22,48,13,28,31,13,27,52,54,42,31,34,30,66,69,34,68,56,66,5,62,55,67,61,55,56,62,65,59,55,36,34,41,52,10,39,41,26,71,55,29,52,49,50,42,83,37,2,9,4,33,41,43,38,25,26,10,42,49,29,42,36,10,72,17,54,41,58,31,18,58,52,20,43,46,43,43,31,29,30,25,31,35,51,90,39,13,55,20,21,66,32,28,20,76,57,30,16,58,55,46,49,9,3,11,3,7,35,66,56,56,67,39,48,33,19,44,63,72,61,44,32
2012-07-01,33,34,27,37,17,75,76,76,69,68,52,5,11,16,19,53,64,29,47,37,88,58,71,50,80,67,53,64,37,61,68,33,39,38,13,61,66,62,59,60,65,23,47,41,38,12,18,43,24,48,47,8,35,15,37,44,83,56,85,59,5,23,31,23,49,11,31,38,14,26,50,52,40,30,36,36,72,77,42,73,60,73,5,66,58,62,72,64,71,79,66,67,66,39,32,36,51,13,34,48,25,70,53,30,62,52,50,44,88,38,1,9,3,21,37,44,39,21,25,11,42,53,27,42,39,4,70,24,50,48,64,35,17,66,58,24,42,55,38,39,33,38,32,24,36,37,50,91,40,14,59,23,27,62,33,29,21,81,59,30,16,51,52,42,44,8,2,9,2,4,36,68,53,58,82,47,52,39,21,50,46,93,49,35,35
2012-08-01,32,33,27,39,18,71,77,75,70,69,56,7,10,23,20,49,67,23,44,34,90,45,67,39,63,65,50,58,34,58,71,27,48,32,14,63,73,59,52,59,67,30,42,44,33,11,17,36,26,54,33,8,37,15,34,40,81,51,81,51,8,30,35,30,54,13,31,39,14,21,47,53,37,32,33,40,67,80,40,73,61,75,5,67,57,66,59,68,67,90,71,75,66,42,36,37,51,13,40,43,27,73,51,29,57,52,50,45,88,38,2,10,4,32,37,45,39,22,24,11,42,53,28,42,40,7,68,10,51,38,62,34,16,53,60,25,41,55,45,33,41,38,39,28,41,36,52,98,35,15,69,20,35,62,31,36,29,81,64,32,15,52,54,41,42,8,3,10,3,6,38,69,54,57,88,43,58,38,21,42,47,82,44,33,30
2012-09-01,31,33,26,36,17,69,74,76,65,66,51,14,17,33,18,39,52,18,34,27,92,30,44,25,61,42,35,34,22,41,85,34,58,36,20,57,67,50,50,53,70,25,63,43,29,15,22,35,27,45,35,6,35,15,54,36,63,41,66,43,14,41,46,41,57,14,29,38,13,28,46,59,25,44,28,31,65,77,37,65,60,70,4,65,54,61,53,60,64,68,55,58,52,38,33,47,48,13,37,43,33,68,53,34,45,48,51,42,84,36,2,11,27,48,27,47,45,22,24,11,42,48,28,42,35,11,70,3,51,35,67,33,16,48,58,31,44,57,43,39,38,37,37,30,39,36,56,94,30,16,49,22,22,69,41,30,23,84,61,38,15,54,59,42,46,11,3,12,3,7,32,66,48,52,81,35,46,32,21,40,65,58,55,45,39
2012-10-01,26,29,22,32,16,61,67,73,63,65,53,6,8,22,20,23,42,10,22,17,82,18,36,18,49,30,15,25,16,30,81,24,50,28,13,51,63,41,51,47,63,23,54,39,29,13,18,44,25,50,38,7,33,15,46,30,47,32,48,29,25,49,46,49,49,15,28,34,13,23,33,43,26,33,17,24,64,68,35,66,55,64,4,61,53,57,42,57,59,57,51,53,48,30,28,42,43,12,37,39,58,70,61,61,37,42,44,39,81,32,2,10,13,44,6,40,38,25,24,11,45,47,30,45,32,14,60,2,53,32,68,29,12,42,58,20,46,53,38,45,38,35,37,23,40,34,58,89,30,16,46,19,20,63,35,28,20,87,64,37,11,54,59,44,50,11,4,12,4,5,32,65,50,50,76,42,60,41,26,50,57,61,48,39,38
2012-11-01,30,39,27,35,22,60,67,69,61,66,51,7,10,25,23,18,30,8,17,14,82,14,36,15,55,21,10,16,13,18,73,28,44,32,15,44,63,37,50,44,56,28,38,40,30,11,20,38,27,50,36,6,29,15,37,26,47,29,46,26,38,65,55,65,39,11,26,37,14,21,31,39,21,32,19,26,61,73,35,63,53,63,4,58,54,53,54,51,53,49,45,49,48,30,29,44,45,13,39,48,62,69,63,60,39,42,45,39,76,31,4,10,7,51,5,42,41,27,23,9,43,50,29,43,31,14,58,1,50,30,87,43,20,65,69,22,56,64,42,54,63,45,61,40,62,55,60,88,42,25,61,22,26,66,45,28,20,89,64,40,13,51,52,45,51,8,3,10,3,5,31,72,48,48,84,51,58,44,26,53,65,94,53,44,46
2012-12-01,31,47,35,39,26,52,62,63,50,54,55,5,9,20,16,18,26,7,17,12,75,13,30,12,74,17,7,14,11,15,81,25,41,27,13,40,58,31,49,40,53,25,35,39,27,8,14,38,17,31,30,6,36,15,42,31,54,29,55,27,51,88,67,88,40,12,24,28,14,24,25,29,22,29,16,26,58,67,35,62,43,52,4,55,45,45,40,37,37,39,41,43,42,28,27,40,35,16,34,34,34,54,44,37,48,37,43,32,74,27,4,8,4,27,6,44,43,24,27,10,49,50,31,49,32,12,70,1,41,26,92,54,20,75,79,26,83,72,63,52,67,40,65,38,70,63,72,80,47,28,58,33,18,73,51,29,23,72,56,41,13,46,41,36,34,7,2,7,2,3,28,67,35,38,88,31,52,33,18,36,63,72,57,39,27
2013-01-01,32,28,24,34,14,55,67,69,55,61,52,7,10,30,16,18,25,10,17,13,84,21,40,21,53,27,11,23,14,28,86,29,42,33,15,46,62,35,51,41,49,53,40,44,30,12,17,41,21,37,34,6,35,15,21,35,53,33,57,36,58,96,70,96,48,14,31,33,11,24,18,22,22,29,16,28,61,74,39,66,49,63,4,61,50,51,46,43,50,52,46,50,46,31,28,46,49,16,39,45,23,59,44,23,36,42,43,34,81,31,28,10,17,36,20,49,46,25,25,11,45,47,28,45,35,14,69,1,48,30,72,30,11,44,56,28,53,60,43,51,37,27,36,27,40,34,72,93,29,21,39,19,14,57,35,30,23,82,74,41,13,51,58,45,48,7,3,8,3,4,26,86,45,52,91,41,59,43,24,53,46,77,43,34,46
2013-02-01,33,27,25,37,14,59,67,71,53,61,58,5,9,24,16,20,26,13,20,14,77,23,44,25,54,38,18,27,17,34,77,28,43,30,17,51,61,38,57,50,48,49,62,45,28,10,20,46,17,32,36,4,32,13,32,38,54,34,57,37,59,100,65,100,46,15,30,34,17,30,21,20,21,27,14,28,66,72,42,66,48,61,4,63,54,54,72,54,50,45,48,53,40,38,28,48,39,13,42,41,20,55,45,22,31,44,45,36,83,31,25,9,53,46,39,47,45,31,26,11,48,50,38,48,34,14,74,1,47,28,57,26,9,38,53,20,47,57,38,62,33,26,32,28,33,29,67,91,25,16,38,19,14,53,28,30,28,82,57,39,12,50,52,44,45,9,3,10,3,5,26,76,52,49,92,42,59,40,27,37,56,62,50,42,61
2013-03-01,35,30,27,36,15,70,72,81,73,69,48,5,10,22,25,31,33,21,32,22,77,23,45,23,65,44,32,36,21,37,91,31,72,38,16,60,69,49,56,55,100,48,74,49,33,12,24,37,21,37,42,6,34,13,50,41,73,47,73,47,37,69,66,69,52,17,28,36,14,28,31,30,28,28,24,36,66,80,44,74,62,69,4,76,60,74,59,47,53,58,59,61,45,34,32,46,42,13,47,44,26,69,58,29,42,49,48,38,84,37,14,10,86,42,43,49,46,29,28,10,48,47,45,48,33,11,81,3,53,34,58,29,10,43,53,20,41,53,31,40,39,26,38,26,41,32,69,95,30,14,53,25,20,60,32,32,31,88,68,38,14,50,50,42,45,7,3,9,3,5,34,72,58,51,97,39,50,46,25,42,60,70,59,42,60
2013-04-01,31,27,24,33,16,76,74,83,76,71,67,5,8,23,20,41,45,29,40,30,89,27,50,27,55,49,35,44,25,41,78,26,68,31,17,67,74,54,55,63,63,42,54,50,32,12,20,42,19,33,34,9,39,15,51,43,75,49,77,56,17,35,43,35,63,12,26,31,20,25,44,45,36,39,27,36,72,77,41,73,67,69,5,75,63,66,63,57,61,54,56,60,58,36,37,38,45,13,41,47,35,72,72,45,41,49,51,39,82,37,5,9,35,55,32,43,42,25,24,9,42,45,30,42,33,12,78,5,56,42,56,28,9,54,51,19,40,66,33,44,28,18,27,22,29,31,63,100,36,12,45,23,17,57,35,32,34,90,67,36,13,51,54,42,43,8,3,9,3,4,39,75,61,55,98,39,53,47,30,37,60,51,45,40,45
2013-05-01,34,34,27,38,18,77,76,80,75,68,50,4,8,18,18,50,56,37,50,36,85,36,52,34,54,53,39,53,32,49,85,32,56,38,20,67,78,63,55,61,74,81,57,63,36,11,20,41,22,43,34,7,35,14,50,46,77,52,80,60,6,24,34,24,53,15,26,35,37,22,59,57,37,35,33,34,75,75,43,79,69,72,5,76,58,59,62,64,66,58,62,66,53,40,38,40,50,13,48,48,30,75,67,40,45,48,49,38,78,35,1,7,8,35,25,49,45,30,30,10,43,49,41,43,37,12,82,15,55,56,56,32,12,73,54,19,37,49,28,34,26,18,27,25,28,33,61,99,44,13,51,27,20,53,37,31,30,78,53,33,19,61,57,42,45,11,4,12,4,5,42,66,56,55,99,37,47,40,21,43,52,65,41,33,30
2013-06-01,36,32,28,49,16,76,74,80,71,68,55,6,9,23,25,50,70,30,47,34,81,39,59,37,59,55,44,51,33,51,100,34,67,34,25,70,76,59,58,63,71,100,59,67,33,11,18,42,23,42,33,6,33,13,62,47,74,50,78,58,6,20,27,20,50,14,29,32,43,23,52,59,37,35,34,34,75,74,42,77,66,70,4,72,59,66,66,61,65,59,62,64,48,36,36,40,46,15,39,46,25,77,58,29,48,49,52,38,81,37,1,8,3,35,46,54,50,32,29,11,45,50,44,45,38,12,72,19,52,47,55,32,12,68,55,22,40,49,36,47,39,29,38,25,40,35,66,97,43,13,53,30,21,58,36,32,30,83,60,34,19,61,55,42,46,8,4,9,4,5,35,68,56,54,96,30,61,40,17,39,40,75,55,33,19
2013-07-01,35,32,27,39,18,81,77,85,78,71,77,6,8,23,16,46,57,33,46,34,77,53,68,50,72,67,56,64,38,60,83,38,52,45,18,66,79,56,62,69,73,47,54,59,32,13,19,45,24,48,41,9,33,14,46,51,80,53,82,56,6,21,33,21,51,14,28,36,49,23,57,59,39,36,50,35,71,82,48,85,70,73,5,81,61,70,57,65,67,72,68,70,69,44,38,38,60,14,39,46,26,77,52,31,51,49,50,39,84,38,2,7,3,25,41,46,46,30,28,11,46,50,34,46,39,5,76,28,52,54,58,35,13,72,60,19,39,50,39,35,36,24,35,23,38,39,67,93,43,13,62,29,38,56,37,33,29,76,64,34,22,55,60,40,47,11,5,12,5,6,42,72,56,58,99,39,47,36,25,47,45,82,50,32,24
2013-08-01,36,32,27,39,18,80,76,82,79,75,60,6,10,23,18,44,58,29,38,32,60,48,58,41,64,68,50,57,37,57,83,38,47,42,16,63,79,58,55,77,73,38,51,62,33,13,22,34,26,41,35,6,30,13,36,45,85,54,84,56,9,29,39,30,55,12,30,34,58,23,55,54,32,33,41,44,71,76,45,81,72,74,5,77,66,67,58,67,73,68,64,67,57,42,37,36,55,17,41,53,27,74,54,32,49,50,48,39,81,38,2,8,4,37,45,47,45,31,27,12,48,53,31,48,37,9,70,7,53,42,57,34,13,58,63,23,44,80,45,45,44,27,43,25,44,38,77,96,38,14,100,31,100,57,36,39,38,82,73,38,20,56,59,41,46,8,4,9,4,4,42,63,54,57,98,41,47,41,17,46,37,83,42,34,24
2013-09-01,34,34,27,43,17,72,71,74,73,75,66,5,6,21,19,34,45,19,30,24,57,27,43,26,67,46,34,41,27,43,80,26,60,34,17,53,77,49,60,69,66,32,57,64,29,12,19,44,20,42,38,7,34,16,52,39,65,37,67,41,17,40,45,40,52,16,30,36,74,25,47,61,32,33,37,35,66,75,42,71,64,68,4,65,67,67,55,63,65,63,62,62,56,36,36,44,49,14,47,49,32,70,57,38,40,45,46,37,78,35,3,9,16,52,26,44,44,29,26,9,43,47,30,43,30,13,72,3,52,38,62,34,14,49,60,29,42,56,42,51,51,28,50,29,52,36,71,92,32,12,58,29,37,64,37,33,31,88,68,41,16,55,55,41,50,8,4,9,4,3,35,64,53,54,92,41,57,46,21,42,40,43,50,42,38
2013-10-01,34,35,28,46,19,68,71,75,71,70,62,6,8,26,22,22,38,11,21,17,56,18,34,18,53,30,18,26,21,32,60,26,50,30,16,52,72,40,59,59,73,25,53,85,28,10,17,38,18,32,27,7,35,14,45,35,46,32,52,34,25,54,46,53,50,16,29,36,61,25,38,47,24,25,38,30,71,72,51,66,61,65,4,67,61,56,60,46,52,53,52,56,56,33,33,43,49,14,44,50,61,68,66,63,34,43,42,35,75,34,1,9,23,53,8,45,42,33,26,10,50,47,29,50,28,14,66,2,52,38,65,32,14,48,60,19,41,47,31,52,40,31,39,23,41,37,70,82,32,16,56,28,32,59,38,31,28,90,65,45,17,57,56,44,51,7,3,8,3,3,35,63,53,51,89,34,57,52,21,43,47,51,45,40,43
2013-11-01,34,47,28,42,27,62,75,70,64,66,55,5,10,19,17,17,31,10,17,14,58,13,33,14,60,22,9,18,14,20,73,31,49,39,16,46,69,36,55,50,67,26,52,64,28,11,17,52,18,33,32,7,36,17,34,34,42,24,45,28,38,65,57,66,41,14,26,32,53,25,32,36,23,31,30,25,64,68,43,70,57,70,4,60,55,47,51,40,44,49,42,42,48,28,27,46,51,16,46,47,78,67,70,77,33,40,41,32,88,31,4,8,8,51,7,42,41,36,27,10,55,49,30,55,27,15,60,2,51,36,88,50,22,73,75,20,59,58,40,70,65,55,64,42,65,64,75,80,48,30,66,33,37,64,53,32,29,92,73,49,17,51,58,41,46,7,3,8,3,4,30,68,52,49,86,34,54,41,27,41,64,68,53,45,44
2013-12-01,36,74,42,55,32,56,63,69,58,57,57,6,10,20,18,17,26,8,16,12,52,12,28,13,78,17,6,15,12,15,78,31,45,38,14,38,69,33,55,46,70,24,59,66,30,11,16,40,15,32,32,4,33,15,42,32,49,25,51,27,72,100,80,100,46,16,26,33,56,25,28,29,21,36,20,30,62,64,41,67,47,60,4,59,45,48,49,37,41,41,36,43,45,27,27,40,54,17,42,48,41,58,50,46,39,34,38,30,80,27,3,7,3,31,5,53,51,39,34,11,64,49,36,64,28,13,50,1,43,33,97,70,31,91,89,25,86,71,59,62,74,61,72,40,74,79,97,75,52,41,63,51,31,60,62,33,30,78,64,46,20,52,59,35,39,7,3,8,3,3,28,63,44,43,91,37,56,32,20,41,58,90,47,53,41
2014-01-01,39,40,29,48,21,60,69,77,75,65,54,6,12,27,22,17,24,11,17,13,63,20,39,22,67,29,13,23,18,29,56,31,38,38,18,48,74,38,65,54,62,42,60,57,27,10,17,48,19,33,34,5,29,14,52,33,51,31,56,38,64,93,76,95,45,14,26,27,57,24,19,17,21,36,14,29,68,78,47,67,56,70,4,71,56,46,52,42,46,47,50,57,59,36,32,44,48,17,55,51,23,63,44,27,34,44,41,35,84,34,28,9,21,43,20,50,50,34,31,11,56,48,33,56,29,16,60,1,55,36,73,37,22,51,56,23,54,75,38,56,41,31,40,29,42,41,100,77,32,28,39,27,18,55,44,35,35,88,73,48,19,57,66,44,54,6,3,8,3,2,31,83,53,55,95,29,65,49,23,39,65,77,45,47,38
2014-02-01,38,41,26,47,19,58,69,75,75,68,67,7,12,27,22,17,22,15,18,14,67,23,38,26,62,34,18,29,19,34,67,28,46,39,19,49,73,42,61,60,55,36,93,53,26,13,19,44,20,35,38,5,36,12,51,33,50,31,58,38,59,93,74,92,48,14,27,32,77,24,19,17,21,31,14,27,68,82,51,73,51,66,4,67,55,63,57,73,62,53,48,54,50,30,28,38,50,19,51,47,22,60,46,24,32,42,43,37,94,32,22,8,50,44,38,46,45,35,29,11,53,51,44,53,31,14,68,2,54,34,61,33,32,37,55,17,39,55,33,41,36,32,35,28,37,37,88,78,27,23,39,30,20,53,37,35,34,84,62,42,19,61,63,41,49,9,5,9,5,3,30,76,59,50,93,38,60,46,25,44,60,51,39,37,38
2014-03-01,35,40,25,44,21,69,76,84,78,73,52,5,13,19,25,28,33,19,26,22,68,23,44,26,51,45,30,38,25,38,65,30,70,34,19,52,74,47,60,69,59,39,70,55,33,15,22,48,23,40,34,5,26,15,44,38,63,38,69,44,64,73,73,72,52,100,39,33,65,100,28,24,25,35,19,38,76,84,52,76,65,75,4,81,64,62,56,85,76,49,60,61,54,36,34,47,47,17,47,49,26,65,61,32,34,48,46,42,90,38,14,8,100,42,41,48,46,38,30,10,58,48,46,58,30,12,72,3,54,38,61,35,34,45,57,19,41,50,33,52,44,41,43,29,45,40,82,83,30,23,44,31,23,56,44,37,38,89,72,44,17,59,60,43,52,8,4,9,4,3,32,77,64,55,95,31,57,48,20,39,66,69,60,39,36
2014-04-01,35,43,30,51,25,81,80,92,93,83,72,8,8,25,20,42,45,37,43,32,72,27,49,29,54,49,35,45,32,44,60,36,71,44,18,71,85,61,67,65,63,38,66,54,35,19,25,46,28,48,36,9,31,16,51,45,76,50,78,57,19,39,52,39,63,32,29,34,58,40,52,42,36,33,27,46,81,81,51,81,75,79,5,88,83,60,62,57,57,66,59,63,60,38,39,42,56,16,47,57,42,81,84,55,39,51,49,45,95,40,7,8,30,44,37,52,51,40,32,11,60,48,35,60,30,12,76,5,59,51,58,39,35,63,57,19,41,53,32,46,33,29,32,22,34,43,76,84,39,23,55,44,28,57,51,40,37,91,70,45,21,60,58,42,47,12,5,14,5,7,43,81,65,57,94,31,53,46,21,41,51,54,39,39,37
2014-05-01,39,45,32,49,26,84,80,87,99,76,74,6,11,19,14,48,56,40,48,37,74,36,56,35,64,55,43,61,34,52,52,32,70,35,17,70,87,64,69,58,78,67,70,49,33,16,24,45,24,40,35,8,31,16,53,47,77,52,82,60,8,27,40,26,65,21,28,36,62,29,59,50,33,37,31,39,77,78,50,91,76,77,5,83,66,49,61,58,61,64,67,69,55,37,36,35,65,16,56,53,32,86,73,45,46,47,45,43,89,39,1,7,6,48,29,43,42,39,34,11,58,53,42,58,34,13,87,14,67,62,60,41,24,84,61,18,40,48,34,39,34,33,33,27,34,45,70,86,47,22,68,45,33,58,55,37,36,90,68,43,24,62,62,43,46,9,4,11,5,6,44,80,62,59,100,38,58,40,17,39,49,57,41,37,49
2014-06-01,37,46,31,51,26,82,76,85,94,70,70,6,11,22,20,49,64,43,50,38,79,45,65,49,67,56,47,62,39,54,76,33,53,42,14,65,86,63,70,50,76,71,78,52,37,20,21,39,24,42,37,9,31,17,58,44,83,49,86,62,8,24,33,23,54,17,26,32,57,26,64,56,29,36,34,38,76,82,48,80,71,72,5,75,55,58,69,71,68,64,65,69,69,42,44,45,57,14,55,51,28,83,66,34,48,47,47,42,92,40,1,8,2,34,52,47,46,35,30,11,54,49,39,54,32,12,78,19,59,60,59,43,32,79,62,16,37,58,36,36,40,33,38,22,40,47,77,84,49,22,62,41,32,56,52,35,34,81,57,38,25,64,61,44,48,12,5,13,5,6,42,84,62,58,97,32,48,43,17,35,43,70,52,31,20
2014-07-01,38,46,32,50,27,82,82,95,93,73,71,7,7,26,22,48,62,40,46,36,77,55,76,58,77,70,58,73,45,63,79,36,62,45,18,72,85,71,65,73,71,50,59,49,30,19,23,40,25,48,29,7,36,17,58,44,74,49,83,60,7,24,36,24,49,26,29,34,57,33,59,52,32,35,28,38,84,80,53,91,72,78,5,92,62,67,70,67,70,74,79,79,73,56,66,36,61,17,51,59,28,82,60,35,51,48,46,42,94,39,1,7,3,30,49,49,47,39,31,13,59,56,43,59,39,7,82,25,62,60,58,45,39,75,62,21,45,47,31,50,40,32,41,22,42,49,79,85,45,25,71,41,38,58,54,41,42,88,66,41,28,61,68,41,46,9,4,10,4,6,44,80,64,61,99,28,60,43,20,33,41,94,39,34,25
2014-08-01,42,49,35,51,28,80,82,94,89,77,62,6,10,30,19,42,57,32,40,32,73,52,83,47,69,71,61,64,41,59,63,36,57,40,18,72,81,63,66,68,78,35,76,66,29,14,23,44,25,48,40,9,36,17,67,41,73,48,79,55,14,29,43,29,54,21,28,37,58,25,55,53,29,36,26,46,77,87,55,90,70,78,5,91,63,78,72,82,87,80,71,72,71,48,54,42,54,17,47,53,29,86,62,35,50,50,48,43,100,42,1,7,4,35,39,48,46,40,30,13,62,57,51,62,41,10,82,9,64,58,62,45,40,60,68,25,43,57,45,51,48,38,46,25,48,51,80,85,38,27,83,50,47,66,56,49,47,89,74,45,30,62,68,38,42,8,4,10,4,5,43,71,60,59,95,38,57,34,18,46,49,87,43,37,19
2014-09-01,38,47,33,46,25,73,80,86,85,70,64,5,11,28,20,33,50,19,30,25,65,30,68,34,67,46,32,42,29,45,62,34,73,41,18,57,80,55,62,59,69,35,58,51,29,19,23,47,20,38,37,8,33,16,48,34,55,37,63,42,24,43,53,43,56,17,28,39,61,24,48,55,22,34,20,33,71,85,46,83,65,76,5,81,59,63,60,80,76,62,64,63,72,39,43,43,49,17,48,53,39,78,65,48,41,46,43,40,94,37,1,7,24,60,32,53,50,39,30,12,55,50,41,55,35,15,83,4,62,52,62,43,39,49,65,24,47,60,43,63,49,40,47,29,49,48,81,80,35,27,57,38,27,69,53,42,43,96,76,49,22,60,60,43,46,6,4,8,4,3,43,79,62,56,92,27,55,42,22,37,57,54,52,47,37
2014-10-01,41,44,33,44,25,69,76,80,81,70,73,5,9,43,16,22,39,12,21,18,68,18,59,21,50,31,19,26,22,31,52,33,63,44,22,54,76,49,61,51,83,21,71,49,30,15,20,45,22,33,33,5,39,14,36,31,43,30,52,31,30,56,56,56,53,17,29,37,50,26,37,47,22,32,14,28,74,83,49,79,65,72,4,80,58,61,58,57,57,64,50,54,62,37,38,46,54,16,43,55,63,74,75,64,33,41,42,38,84,33,2,7,11,47,5,50,46,38,30,11,61,51,34,61,32,17,75,2,60,47,69,40,35,45,61,17,44,60,34,48,43,32,42,31,42,45,75,77,35,28,65,38,29,63,51,37,34,98,73,54,21,62,75,47,51,12,6,13,6,6,36,75,58,55,90,32,63,48,22,40,54,64,43,44,43
2014-11-01,37,58,35,43,34,68,74,84,76,72,59,5,7,29,24,17,29,9,17,13,52,13,56,17,68,20,10,17,15,21,69,28,53,32,23,49,73,39,65,45,67,21,56,46,30,14,20,46,21,36,32,5,36,15,60,28,43,25,45,25,50,73,67,73,51,16,29,32,51,25,31,35,16,32,14,31,69,75,48,81,61,67,4,76,57,56,62,48,50,47,46,48,60,35,34,50,68,19,51,54,100,72,92,95,36,41,40,36,77,32,4,7,5,48,6,52,49,40,31,11,63,54,39,63,31,16,67,2,59,44,89,58,57,77,76,19,58,55,44,58,70,53,68,38,69,74,78,75,56,39,73,42,37,68,65,37,37,99,77,57,21,60,57,49,54,13,5,13,6,7,36,86,55,52,89,30,63,44,19,35,56,72,48,52,46
2014-12-01,40,84,44,51,36,54,63,71,63,58,56,5,8,18,23,16,25,10,17,13,55,13,48,16,81,20,8,15,13,17,65,35,47,47,25,42,70,33,64,40,63,28,60,47,27,8,17,42,17,29,33,6,34,16,45,30,46,26,51,27,57,79,70,79,40,20,28,32,49,30,27,24,18,38,10,29,68,68,40,71,47,62,4,65,46,45,49,44,45,43,41,46,53,32,34,43,44,22,38,48,33,61,50,40,45,34,35,30,69,28,5,6,5,30,8,58,56,45,36,12,64,56,42,64,35,13,53,1,53,34,82,72,65,73,88,26,84,65,55,85,83,60,81,42,82,84,87,67,52,45,70,62,35,70,71,38,40,80,61,56,22,62,56,52,54,20,9,21,10,11,30,79,48,46,93,32,61,32,21,43,62,76,54,48,47
