date,841_No Frills,841_Flyer,841_Costco,841_Real Canadian Superstore,841_Canada,47_Ford,47_Car,47_Honda,47_Canada,47_Sales,1190_Ford,1190_Car,1190_General Motors,1190_Canada,1191_Mountain,1191_Motorcycle,1191_Mountain bike,1191_Bicycle,1191_Canada,1140_Kayak,1140_Outboard motor,1140_Boat,1140_KAYAK,1140_Sales,1213_Caravan,1213_Travel,1213_Trailer,1213_Recreational vehicle,1213_Sales,1013_Classic car,1013_Car,1013_Sales,1013_Auction,1013_Classic,1214_Ritchie Bros. Auctioneers,1214_Car,1214_Trailer,1214_Truck,1214_Sales,806_Lamborghini,806_Bugatti,806_Car,806_Truck,810_Car,810_Electric vehicle,810_Canada,810_Hybrid vehicle,810_Electric car,1317_Smart,1317_Door,1317_Car,1317_Lock,273_Motorcycle,273_Yamaha Motor Company,273_Harley-Davidson,273_Canada,273_Sales,148_Arctic Cat,148_Ski-Doo,148_Snowmobile,148_Polaris Inc.,1147_Aircraft,1147_Airplane,1147_Cessna,1147_Sales,1212_Motorcycle,1212_Scooter,1212_Vespa,1212_Canada,1212_Kick scooter,610_Ford,610_Van,610_Sport utility vehicle,610_Truck,610_Sales,815_Ford,815_Car,815_Honda,815_Canada,815_Sales,1294_Ontario,1294_Traffic ticket,1294_Test,1294_Driving,1294_Speed limit,170_License,170_Driving school,170_Driving,170_Vehicle registration plate,170_Driver's license,138_Code,138_Oil,138_Car,138_apk,89_Rim,89_Car,89_Wheel,89_Tire,89_Canada,473_Used car,473_Auto Trader Group,473_Car,473_Canada,473_Sales,803_Toronto,803_Auto show,803_Car,803_2010,803_Air show,121_Super C,121_IGA,121_Grocery store,121_IGA Extra,121_Circulaire,276_Toronto,276_Menu,276_Domino's Pizza,276_Restaurant,276_McDonald's,650_Door,650_The Home Depot,650_Canada,650_Wood,650_Air conditioning,73_Walmart,73_Canadian Tire,73_Calgary,73_Walmart Canada,73_Walmart Pharmacy,355_Bookstore,355_Renaud-Bray,355_Book,355_Archambault,1146_Game,1146_EB Games Australia,1146_Video game,1146_Canada,1146_EB Games,18_Walmart,18_Canadian Tire,18_Kijiji,18_Canada,18_Shoes,1225_Canada,1225_Costco,1225_Hour,1225_Wholesaling,1225_Outlet store,270_IKEA,270_Canada,270_Furniture,270_Light,659_Oil,659_Petroleum,659_Gas,659_Filling station,659_Gasoline,1268_Costco Gasoline,1268_GasBuddy,1268_Costco,1268_Price,1268_Gasoline,38_Insurance,38_Canada,38_Vehicle insurance,38_Desjardins Group,38_Ontario,844_Image scanner,844_Point of sale,844_Barcode,844_Canada,614_Vancouver,614_Ticket,614_Ticketmaster,614_Cineplex Entertainment,614_Centre Bell
2012-06-01,32,33,17,29,22,71,57,71,67,69,25,40,14,33,30,39,37,45,29,61,54,39,61,25,21,61,52,9,60,29,32,12,28,47,15,28,51,53,62,65,51,28,50,18,13,16,11,13,15,53,10,58,61,9,38,62,24,22,3,5,0,29,27,32,14,23,52,34,34,24,69,51,0,66,41,65,49,56,55,56,65,56,47,59,29,36,64,59,10,30,52,38,47,10,40,47,42,29,58,30,0,36,35,61,11,2,43,9,62,38,26,17,35,25,84,27,46,49,38,36,23,48,54,41,31,58,66,18,16,24,21,26,33,25,0,33,22,31,34,39,90,28,67,29,32,9,0,60,28,25,56,30,46,51,58,0,35,12,18,3,7,10,56,38,49,32,52,0,18,41,36,61,43,62,0,31
2012-07-01,33,32,17,32,21,77,59,75,69,77,15,24,7,25,34,48,40,47,32,71,75,58,71,37,23,72,64,3,60,31,30,21,23,57,0,43,62,59,74,66,40,27,40,17,7,15,5,12,15,42,9,41,60,0,33,66,16,23,3,6,0,31,26,39,7,17,50,36,35,30,77,57,0,73,45,73,47,60,56,62,88,48,62,67,42,39,66,67,41,35,66,43,49,13,35,48,40,30,60,34,19,38,37,68,7,1,40,9,41,39,25,20,11,21,88,28,45,53,36,38,44,49,50,58,35,66,74,17,19,33,19,28,41,24,33,27,25,33,37,40,91,27,63,30,33,18,0,80,29,24,59,30,42,32,51,0,27,0,12,2,7,7,58,40,36,29,68,11,22,49,28,49,35,47,0,35
2012-08-01,32,33,18,28,21,77,58,71,69,72,23,24,15,25,33,36,37,44,27,67,49,45,67,30,22,66,58,5,55,27,28,20,38,46,14,32,59,51,69,67,43,24,40,17,6,16,0,11,15,38,9,36,51,9,31,54,18,30,6,9,0,31,21,39,10,14,47,34,31,26,81,48,0,67,43,74,49,61,56,54,78,56,64,63,50,42,72,75,30,33,59,44,50,13,35,48,38,29,56,35,0,38,36,65,15,2,40,10,74,39,24,20,24,22,83,29,43,53,38,38,26,43,51,24,34,52,71,16,17,46,19,35,28,28,32,32,23,41,36,35,98,28,74,32,31,0,8,84,36,29,64,32,41,30,53,0,27,0,14,3,7,5,57,40,42,25,58,0,15,44,45,44,32,47,0,29
2012-09-01,31,31,17,29,20,74,55,68,63,65,34,27,15,30,27,30,30,34,18,44,30,30,44,22,18,43,34,4,34,27,31,25,27,46,0,32,49,50,58,70,43,27,44,19,14,16,10,15,15,48,9,55,43,9,28,50,16,41,9,16,0,29,28,39,8,14,46,27,33,31,76,41,0,65,42,70,47,60,54,53,71,40,54,56,45,38,55,58,10,31,53,41,48,13,39,45,37,34,55,31,0,36,34,64,25,2,28,11,44,45,24,21,17,22,83,28,42,48,37,38,40,39,51,15,33,48,73,16,15,69,16,47,34,30,0,37,24,38,36,30,94,28,75,32,41,17,8,59,30,25,60,37,42,32,55,0,26,0,16,3,9,7,52,34,44,31,45,0,15,36,40,55,44,65,0,39
2012-10-01,26,28,16,26,18,67,49,61,56,60,23,20,9,24,16,23,17,22,13,36,23,18,36,21,11,31,25,2,27,25,31,10,21,38,19,34,41,51,62,63,38,23,50,18,11,15,5,13,15,43,8,51,30,0,18,34,15,48,12,27,0,28,23,35,5,12,33,18,26,25,69,39,15,64,48,64,42,55,49,55,62,56,46,54,37,30,50,53,9,25,49,43,38,12,51,45,45,61,60,26,8,32,32,56,19,2,11,10,3,38,24,17,21,25,77,28,44,47,45,35,31,41,53,9,29,42,68,12,16,21,20,24,38,23,55,33,20,39,34,30,90,30,73,31,35,0,7,65,27,25,64,37,44,34,54,0,27,10,13,4,8,10,50,37,43,26,46,0,14,44,38,47,39,57,0,38
2012-11-01,30,40,22,29,27,67,49,60,56,59,24,20,9,20,13,15,12,17,12,36,14,14,36,18,14,17,16,3,17,28,29,13,17,39,13,24,38,50,50,56,41,19,47,16,12,12,14,11,14,39,9,35,26,0,21,33,14,65,20,36,0,26,21,37,4,7,32,18,25,24,73,37,0,61,48,63,41,52,48,52,63,48,40,53,26,30,45,49,27,24,55,43,36,12,61,46,49,60,61,25,0,31,30,65,22,4,7,10,2,41,23,17,23,27,80,28,42,50,34,35,26,37,50,9,43,64,70,19,14,24,24,23,61,39,0,39,29,64,55,42,88,40,71,38,45,32,0,83,28,26,63,40,46,35,52,10,30,10,14,3,6,10,48,35,38,27,46,0,19,52,48,53,44,66,0,46
2012-12-01,32,50,26,37,30,62,45,53,49,51,20,21,6,25,12,15,13,17,11,30,8,13,30,12,10,16,14,2,16,27,25,16,20,41,0,32,31,49,33,53,39,19,56,12,11,10,7,8,15,41,10,43,27,0,21,36,8,87,26,49,0,24,24,29,8,2,25,16,19,18,67,33,0,58,32,52,36,43,40,47,50,34,30,49,18,28,41,43,0,21,52,34,34,16,41,43,33,37,51,20,8,27,25,56,8,4,9,8,1,43,27,19,27,24,83,31,51,50,32,30,28,30,41,6,54,75,100,20,19,36,33,31,68,38,0,42,28,68,63,47,80,39,68,40,51,8,7,91,29,27,55,41,36,23,46,0,28,0,9,2,6,5,38,28,31,11,37,0,11,31,38,57,40,63,0,27
2013-01-01,31,32,14,23,17,67,48,55,52,56,30,27,12,22,11,20,12,17,11,40,14,21,40,17,13,29,23,4,19,35,31,21,18,48,0,31,35,51,52,49,43,21,79,16,14,14,6,12,15,20,8,26,37,0,18,43,10,95,26,58,0,31,24,34,7,9,18,16,18,22,74,42,0,61,33,63,40,49,44,51,61,38,39,55,27,31,46,50,0,26,62,38,35,16,38,42,31,23,46,26,7,31,29,60,25,28,21,10,3,47,25,19,21,25,82,35,43,47,34,34,25,38,48,9,30,44,61,11,16,50,24,42,38,26,0,39,15,38,34,29,93,27,59,30,35,14,20,54,30,27,74,41,45,35,51,0,27,0,11,3,5,6,52,37,44,30,42,0,19,43,37,43,34,46,0,46
2013-02-01,33,31,14,26,16,67,48,59,57,61,23,22,8,25,16,17,16,20,14,44,14,23,44,19,11,37,27,3,29,27,30,10,22,41,0,30,38,57,65,48,44,24,63,16,16,14,7,10,13,31,6,35,37,16,12,45,20,100,25,56,0,30,30,35,4,12,21,13,14,13,72,43,0,66,46,61,41,48,47,50,57,50,36,52,25,38,48,53,9,34,59,37,34,13,30,38,34,22,46,27,0,31,31,60,46,25,37,9,4,45,26,18,13,31,77,35,43,50,34,31,18,34,47,9,26,38,59,9,19,27,12,23,48,28,0,36,16,33,29,25,91,25,58,24,28,24,0,45,30,29,56,39,44,27,51,0,28,10,16,3,7,9,49,38,35,22,43,0,17,43,42,50,42,56,29,61
2013-03-01,35,39,15,28,18,72,53,70,68,69,22,17,7,24,22,29,22,32,22,45,28,23,45,21,16,43,36,4,36,30,29,14,22,45,12,36,48,55,68,100,49,23,48,16,11,18,9,12,13,43,8,50,47,0,22,58,17,69,14,34,0,28,28,36,4,14,31,24,22,24,80,47,0,66,51,69,45,62,60,60,68,50,43,53,29,34,60,61,24,25,65,45,41,13,39,44,43,29,58,30,0,37,37,68,27,14,39,10,6,46,28,20,20,29,80,36,44,47,38,34,27,40,53,11,29,43,62,10,19,22,15,19,32,26,0,35,22,39,32,30,96,29,70,34,32,22,7,63,32,33,68,38,42,30,50,9,24,0,13,3,6,5,51,39,51,26,53,0,21,41,38,59,42,60,0,60
2013-04-01,31,36,16,22,18,74,56,76,72,69,23,21,6,22,30,36,34,40,29,50,33,27,50,25,18,49,44,4,43,26,27,21,18,39,35,31,54,55,68,63,49,24,49,17,11,14,11,12,15,50,10,47,56,7,24,70,33,35,6,13,9,26,26,31,6,19,44,26,35,33,77,45,0,72,46,69,45,67,59,66,64,48,42,56,27,36,56,60,0,26,73,46,52,13,55,48,54,45,67,30,7,37,38,59,15,5,34,9,7,42,24,18,24,25,77,33,40,45,36,37,21,44,56,15,28,54,62,9,20,25,15,23,44,23,26,28,16,28,31,36,100,30,74,31,35,36,0,52,32,32,66,36,42,31,51,0,20,0,11,3,6,6,55,39,42,27,54,0,19,39,46,45,40,60,0,45
2013-05-01,34,45,18,27,19,76,57,77,72,69,18,16,5,22,32,34,37,50,32,52,49,36,52,24,15,60,53,5,54,26,26,14,9,48,0,34,63,55,69,74,62,20,45,17,12,14,6,11,14,53,8,49,60,0,32,68,27,24,2,7,0,27,22,35,7,28,59,33,44,46,75,50,0,75,43,72,49,68,59,53,73,40,47,56,44,39,63,66,16,30,66,50,57,13,50,50,48,40,60,29,0,35,36,61,12,1,29,7,21,45,30,18,38,30,81,37,40,49,42,39,53,51,55,38,32,73,71,12,21,23,18,21,28,25,0,31,12,27,33,44,100,29,70,33,37,15,7,59,31,28,53,32,42,36,61,0,22,9,17,4,6,6,55,37,37,23,46,0,12,39,40,42,33,52,27,30
2013-06-01,36,39,16,26,18,73,61,76,71,70,23,22,4,25,34,45,40,47,30,59,58,39,59,27,17,59,51,5,52,29,34,12,40,49,12,37,59,58,69,71,66,27,45,16,12,14,13,11,13,55,8,61,58,0,26,66,20,20,2,4,0,29,23,32,3,31,53,35,41,35,75,53,0,76,38,69,52,66,61,57,79,44,55,54,30,36,61,64,34,24,70,44,48,15,37,51,42,29,61,30,8,37,37,62,10,1,48,8,52,50,29,21,15,32,81,33,39,50,39,38,51,47,52,40,32,68,69,12,19,19,17,21,38,26,0,26,15,40,35,43,98,28,65,33,36,15,7,55,32,30,60,35,42,30,61,0,24,10,13,4,6,6,55,36,24,21,50,0,16,31,35,55,33,40,0,19
2013-07-01,35,41,18,27,20,78,62,81,71,76,22,28,11,29,30,39,37,46,29,68,72,53,68,25,24,68,64,7,67,28,35,22,18,51,6,38,56,62,65,73,58,25,33,18,15,14,7,12,14,45,12,49,56,0,23,61,22,21,2,6,9,28,23,37,7,27,57,50,39,22,82,55,0,71,46,73,51,70,60,56,76,46,58,60,36,44,68,70,8,34,70,48,59,14,39,53,41,31,61,32,0,38,39,68,8,2,44,7,43,45,28,19,25,30,87,33,38,50,44,42,39,54,52,51,35,72,71,13,22,28,14,21,30,23,0,24,16,37,39,43,94,27,60,32,37,7,7,60,33,30,64,34,40,27,55,0,25,0,18,5,9,7,58,38,51,24,56,0,15,41,40,50,33,45,0,24
2013-08-01,36,47,18,25,21,76,61,80,72,72,23,22,7,23,30,29,34,38,26,58,53,48,58,29,20,67,57,2,57,35,35,22,30,52,0,33,58,55,68,73,61,27,34,17,10,17,11,13,13,35,8,45,56,7,27,59,27,29,4,11,0,30,23,36,8,20,52,42,42,22,76,52,0,71,46,74,51,72,62,57,68,48,53,56,37,42,64,67,8,31,67,52,55,17,46,48,41,32,59,30,0,38,38,65,13,2,47,8,50,45,27,25,35,31,80,37,40,53,39,41,28,43,53,21,34,58,72,13,18,46,10,30,51,25,0,28,22,45,38,38,95,30,70,38,36,59,0,90,39,34,73,38,42,30,56,0,25,9,14,4,7,7,57,36,47,38,53,0,16,44,41,42,33,36,0,24
2013-09-01,35,47,17,24,20,71,56,72,68,62,21,17,13,26,23,35,24,30,18,43,35,27,43,22,15,49,41,4,39,25,30,21,20,41,6,30,49,60,53,67,62,28,35,18,11,17,10,12,16,52,8,52,41,7,27,48,15,39,7,16,0,30,25,36,6,15,48,38,40,23,75,44,0,66,46,68,45,64,59,53,63,57,47,51,39,36,62,62,8,25,65,45,43,14,42,47,41,38,58,27,0,35,38,60,18,3,28,9,25,44,25,19,16,29,72,34,37,47,40,41,33,40,52,11,34,49,68,14,20,66,13,40,27,28,25,27,21,52,36,32,92,31,72,36,37,28,0,64,33,31,68,41,41,29,56,0,24,9,13,4,6,7,54,37,38,31,46,9,19,42,44,50,42,40,0,37
2013-10-01,35,53,19,26,20,71,54,68,66,60,25,25,7,27,15,23,18,21,12,34,22,18,34,19,14,29,26,3,29,29,30,9,29,45,16,29,40,59,50,73,84,24,33,14,14,12,10,11,14,47,8,40,34,7,19,43,9,53,10,27,16,29,25,36,6,13,38,38,29,20,73,45,0,71,43,65,44,61,57,67,60,40,41,52,32,33,52,56,37,23,67,48,46,14,55,46,44,63,63,27,0,34,36,57,26,1,11,9,2,42,26,17,17,33,75,37,43,47,38,40,28,41,53,10,32,48,68,14,20,20,18,20,36,23,0,27,15,40,37,32,83,33,66,33,38,40,6,56,31,30,65,45,44,28,57,9,25,9,11,3,5,5,51,34,41,28,42,0,18,36,37,45,39,48,0,43
2013-11-01,34,71,27,28,30,75,50,62,62,52,19,16,14,26,11,19,12,17,13,33,11,13,33,15,11,21,18,5,17,21,23,4,23,43,16,22,34,54,42,67,62,23,31,17,13,12,2,11,18,39,9,31,28,0,21,39,10,65,14,37,8,26,25,32,6,10,32,31,27,24,68,40,0,64,45,70,43,56,53,48,51,34,40,54,32,28,42,42,8,21,59,43,38,16,73,47,53,77,67,24,0,31,32,55,15,4,10,8,2,41,27,17,23,36,77,39,50,49,35,42,26,41,51,9,50,72,74,22,21,20,22,21,55,41,0,44,34,66,64,48,80,47,73,45,53,34,12,81,32,32,72,49,41,27,51,0,28,0,12,3,5,7,49,33,32,24,41,0,11,35,38,53,45,64,0,43
2013-12-01,36,94,32,36,40,63,49,56,59,53,22,14,11,22,9,11,8,17,12,28,9,12,28,11,16,15,15,3,13,20,24,9,13,38,0,18,34,55,42,71,65,23,42,17,9,13,2,11,14,36,6,50,27,0,12,41,12,99,24,61,0,26,25,33,7,8,27,20,24,26,64,40,0,62,29,60,41,47,51,52,48,30,34,47,17,27,36,43,0,20,68,40,38,17,42,50,40,46,58,20,0,27,30,60,10,3,8,7,2,51,34,18,18,39,80,40,62,49,40,36,25,40,43,8,70,91,97,31,24,32,26,28,61,39,26,48,36,75,79,52,75,53,70,44,62,36,13,75,33,33,63,46,35,23,52,9,23,9,11,3,4,5,43,30,28,23,38,0,15,38,38,47,52,58,26,41
2014-01-01,39,63,21,27,25,70,53,60,64,58,27,21,6,27,11,17,11,17,13,39,12,20,39,18,13,29,23,4,24,25,30,11,37,46,0,43,38,65,50,62,55,26,55,18,3,14,6,10,13,51,7,53,38,0,24,44,13,92,20,61,16,26,24,27,2,6,19,14,18,9,78,41,7,68,55,70,44,55,58,46,52,47,40,51,20,36,50,57,22,28,61,40,40,17,33,47,38,27,53,26,0,34,32,61,23,28,22,9,3,50,31,18,29,34,78,44,52,48,41,37,22,43,55,10,37,51,59,22,23,42,15,33,43,30,24,39,19,42,41,32,77,36,60,30,44,46,6,48,35,35,72,48,44,32,57,9,29,0,10,3,6,6,55,41,37,42,49,8,20,30,36,45,46,65,0,38
2014-02-01,38,60,18,23,25,69,53,59,68,59,28,17,11,36,13,11,14,19,16,38,16,23,38,20,15,36,29,7,29,27,27,12,20,49,6,29,42,61,48,55,53,22,37,19,11,12,15,14,12,58,7,51,38,0,14,49,8,92,18,57,0,27,25,32,3,7,20,14,16,10,82,44,0,68,42,66,47,50,58,57,60,40,42,53,17,30,48,54,0,24,69,38,39,19,31,42,34,24,53,25,7,32,37,61,41,22,35,8,4,45,29,21,12,35,80,45,48,51,42,38,41,43,54,9,33,37,58,32,21,19,14,22,25,28,26,40,19,36,37,27,78,35,55,30,37,15,7,47,35,34,62,42,41,29,61,0,29,19,10,5,7,7,51,37,46,44,49,0,11,40,46,39,36,60,0,38
2014-03-01,35,60,21,22,28,76,59,69,76,69,19,23,8,30,19,25,22,26,24,44,22,23,44,18,21,49,38,4,36,24,27,6,12,45,5,32,48,59,58,58,54,28,37,19,14,15,13,14,15,45,7,49,45,0,21,63,18,72,21,40,8,39,100,33,8,11,28,19,21,24,84,53,0,76,52,75,49,65,66,62,64,46,39,53,27,36,60,61,7,25,71,48,42,17,40,47,42,32,59,29,7,38,39,70,30,14,39,8,5,46,30,19,19,38,75,46,54,48,40,40,21,44,54,11,35,45,60,34,23,23,14,21,34,30,0,36,19,45,40,30,83,36,69,30,44,26,6,51,37,35,72,44,43,31,59,9,27,0,14,4,7,6,55,40,38,38,47,0,21,34,37,61,39,66,0,36
2014-04-01,35,61,25,28,29,80,64,81,84,73,25,16,11,29,30,40,36,43,32,49,23,27,49,23,21,52,45,9,48,26,29,16,25,48,6,34,61,67,74,63,54,25,40,21,16,20,12,18,15,50,10,56,57,0,32,76,25,39,6,14,0,29,40,34,5,13,53,27,38,34,81,56,0,81,59,79,53,75,72,68,71,42,50,61,31,38,58,62,23,27,67,54,59,16,54,52,64,55,71,33,14,40,42,71,13,7,38,8,5,51,32,20,22,40,75,45,54,48,44,44,41,48,59,13,39,63,66,35,22,20,14,24,28,21,24,29,15,33,42,39,84,35,76,35,51,13,0,60,40,36,70,45,42,31,60,9,29,9,22,5,10,9,57,37,52,31,47,17,18,32,43,39,38,51,0,36
2014-05-01,38,67,26,27,27,80,64,84,81,72,20,16,6,31,34,36,42,49,35,55,49,36,55,24,21,66,61,4,45,36,36,7,22,44,12,36,64,69,57,79,48,24,40,21,14,18,6,16,15,48,10,55,60,0,20,71,24,26,3,8,9,29,29,36,11,15,60,31,40,24,78,58,7,77,46,77,55,76,69,67,63,39,47,62,35,37,67,68,8,26,75,67,62,16,53,55,59,45,69,29,0,39,39,63,13,1,33,7,15,42,34,20,24,39,82,44,52,53,44,48,44,54,67,30,41,84,70,24,24,26,17,25,27,27,0,36,17,34,44,47,87,34,76,35,55,21,0,71,37,35,68,43,43,34,62,9,29,0,17,5,8,10,59,36,54,21,47,0,17,39,35,41,36,48,26,49
2014-06-01,37,63,25,28,28,76,65,82,82,74,23,17,8,24,35,55,43,50,36,65,63,45,65,27,22,63,62,5,51,33,38,16,13,54,0,46,63,70,66,76,52,24,28,24,17,19,10,20,17,55,10,66,62,8,30,72,21,24,3,7,0,26,25,32,4,20,63,34,46,29,82,60,0,76,64,72,53,70,68,65,78,44,52,63,47,42,65,69,27,27,73,57,60,14,44,53,49,34,68,31,25,40,38,65,8,1,53,8,43,46,30,22,22,35,77,42,49,49,42,47,59,56,59,36,43,79,70,32,20,18,18,19,28,23,0,36,15,40,47,49,83,35,67,34,52,16,0,77,35,34,56,38,44,44,64,0,29,10,19,5,10,11,58,39,50,26,49,0,18,35,40,52,30,43,0,20
2014-07-01,38,67,27,24,33,82,67,82,81,78,25,15,6,27,31,41,37,46,34,76,70,55,76,32,28,79,73,4,65,31,33,16,17,53,19,33,72,64,70,71,49,27,35,23,18,20,14,19,17,57,9,65,60,0,27,69,23,24,2,8,0,30,33,34,7,24,59,28,43,31,80,62,0,84,43,77,56,71,72,61,80,44,56,63,54,55,79,79,26,30,78,56,60,17,47,56,47,35,69,31,32,39,39,68,7,1,51,7,39,47,32,23,16,39,88,45,62,56,42,50,65,61,62,42,45,74,72,39,24,25,11,29,31,21,28,30,17,40,49,45,85,36,63,37,54,39,0,70,41,38,65,41,41,25,61,10,34,0,17,4,8,10,61,41,49,24,58,10,19,29,36,39,34,41,0,25
2014-08-01,42,71,28,33,35,82,68,80,82,77,30,19,8,22,28,37,33,40,27,83,51,52,83,29,22,71,64,3,62,35,34,18,15,51,13,33,64,65,64,78,64,38,30,18,14,17,12,14,17,65,11,66,55,8,26,71,13,29,4,11,0,27,26,38,6,20,55,26,39,37,87,56,0,77,48,78,59,70,71,67,76,49,64,64,52,47,71,72,36,29,76,62,60,17,43,55,47,35,67,32,0,42,42,70,13,1,42,7,56,46,30,24,20,40,84,46,74,57,42,48,53,52,64,20,45,60,77,40,22,45,13,36,32,25,0,34,22,48,51,38,85,39,72,41,56,48,0,85,49,42,73,45,38,23,63,10,30,0,17,4,6,6,59,37,55,27,49,20,16,40,36,43,36,49,29,19
2014-09-01,38,67,25,31,34,80,60,73,78,69,29,14,8,25,23,35,26,30,22,68,37,30,68,24,20,48,42,4,37,35,30,27,19,50,12,28,55,62,62,69,49,23,38,24,14,19,11,19,16,50,10,53,43,0,17,55,12,42,7,19,0,28,24,40,4,12,47,20,37,18,85,52,15,71,57,76,49,65,69,68,63,43,51,56,40,39,64,63,42,26,77,52,53,17,51,50,48,48,69,29,8,37,38,65,23,1,34,7,12,50,30,22,19,39,74,41,63,50,37,50,35,50,62,12,43,49,71,39,29,59,11,40,30,29,0,42,24,49,48,35,81,41,75,39,53,30,21,64,42,40,76,49,43,28,60,10,29,10,12,4,6,6,57,36,40,20,45,0,23,28,44,52,47,57,0,37
2014-10-01,41,70,25,29,32,76,54,70,72,64,43,20,10,34,16,24,17,21,16,59,27,18,59,19,18,32,26,4,24,24,29,16,35,48,6,26,49,61,57,83,48,24,30,20,21,15,8,15,15,37,8,39,31,0,21,43,14,55,8,30,0,29,26,36,5,14,37,14,29,26,83,44,7,74,43,72,45,65,63,61,61,37,49,53,29,37,50,54,16,24,66,53,43,16,64,48,55,64,71,25,0,33,37,63,18,2,10,7,2,46,30,21,26,38,74,43,61,51,38,47,45,49,60,10,40,45,64,35,22,22,14,22,29,31,25,35,24,43,45,35,77,40,67,38,51,7,7,55,37,36,72,54,47,25,62,9,32,0,25,6,9,6,55,35,41,33,42,9,18,32,46,43,43,54,0,43
2014-11-01,37,88,34,36,53,75,55,68,71,57,28,20,8,26,13,9,13,17,13,56,15,13,56,14,16,15,18,3,16,20,26,12,14,38,12,37,39,65,38,67,46,23,33,20,18,15,9,14,15,53,8,61,25,7,17,40,8,72,13,45,0,29,25,32,3,12,32,14,25,34,76,47,15,69,47,68,47,60,60,53,59,31,40,50,29,36,46,48,16,26,69,52,44,19,83,56,68,95,82,25,7,32,35,60,17,4,9,7,2,49,31,20,30,40,74,48,50,54,35,50,38,51,59,9,58,77,71,57,23,19,18,22,36,38,26,43,41,71,74,57,76,65,76,50,65,15,7,60,37,41,76,57,49,26,60,10,32,19,25,6,9,8,52,34,53,19,43,9,15,30,43,48,51,57,0,45
2014-12-01,40,94,35,42,63,64,49,54,62,48,18,15,8,24,11,16,13,17,12,48,11,13,48,11,15,17,15,2,15,32,29,5,18,50,0,23,33,64,36,63,45,25,37,14,11,14,13,8,16,36,9,44,27,0,14,43,5,79,14,50,0,28,30,32,5,9,27,10,24,31,69,38,7,68,37,62,40,47,53,47,56,42,38,52,36,32,41,46,16,23,62,49,38,22,42,49,44,40,65,20,7,28,32,53,10,5,11,6,2,56,36,23,27,45,79,46,65,56,41,40,23,40,52,7,72,73,88,65,24,32,16,34,64,41,26,45,50,84,84,52,67,57,67,55,71,66,7,78,38,41,61,55,52,27,62,0,26,19,40,10,16,10,46,33,28,25,39,0,13,33,34,54,47,62,0,47
2015-01-01,41,73,22,28,34,71,53,58,64,58,20,12,7,25,11,19,12,15,13,81,13,20,81,17,15,30,25,2,21,24,27,13,31,45,0,34,33,68,47,61,44,24,58,19,10,14,6,13,12,50,7,55,37,0,23,47,14,87,14,56,0,25,22,34,7,9,20,12,19,9,79,46,7,65,40,68,44,52,57,48,58,41,35,50,27,34,48,51,23,24,68,45,37,20,29,45,39,27,55,22,0,31,33,71,23,30,21,7,6,54,35,23,15,43,70,46,50,50,41,42,26,45,55,9,39,43,56,32,26,44,13,30,31,25,24,30,24,44,43,31,69,40,58,50,47,13,0,58,43,41,73,53,57,28,60,0,26,9,36,9,16,12,52,37,43,42,44,0,15,35,41,41,40,49,0,36
2015-02-01,41,67,22,26,30,75,55,62,70,60,26,20,9,25,14,10,16,17,16,68,19,22,68,18,18,36,29,0,27,29,33,7,21,47,24,38,44,65,54,62,46,22,47,20,14,13,11,15,14,52,7,51,39,0,23,53,17,92,21,60,0,24,26,27,5,12,21,15,16,7,96,48,0,71,50,74,49,52,63,54,61,40,31,44,31,33,47,51,8,25,62,47,43,21,35,48,39,26,57,25,8,32,32,58,46,32,39,6,10,55,33,19,28,44,71,45,43,54,41,41,31,46,55,9,35,41,56,27,27,21,14,21,29,24,27,22,18,39,39,29,69,35,58,40,46,0,0,37,38,38,66,49,54,29,60,10,31,0,28,8,11,11,54,36,41,33,42,9,14,38,34,46,48,69,0,48
2015-03-01,38,62,25,23,30,80,61,71,75,66,25,20,11,25,23,28,27,30,26,73,23,25,73,18,22,44,39,3,36,31,29,16,13,53,11,35,50,70,57,62,43,24,37,19,13,15,10,13,16,50,9,50,50,7,18,60,13,83,13,38,0,26,31,32,9,10,30,16,21,16,100,57,7,79,44,78,53,65,66,65,67,55,47,59,30,39,61,63,31,26,71,58,53,18,48,51,53,38,66,28,0,35,34,65,24,13,38,7,7,52,32,22,17,42,71,47,42,50,42,45,25,49,61,10,37,47,54,25,26,19,14,19,28,25,0,36,16,38,41,32,75,37,68,40,50,34,13,56,41,37,73,49,51,30,55,9,28,18,19,6,9,11,56,38,45,40,44,0,16,39,45,53,41,61,0,41
2015-04-01,40,64,36,27,32,80,67,83,80,70,23,19,9,33,32,40,41,43,38,65,38,28,65,19,24,52,49,2,41,34,35,25,24,57,6,34,60,66,64,76,43,29,40,21,14,15,8,18,16,50,10,54,60,0,21,74,17,39,6,14,0,25,30,37,7,15,42,28,31,23,82,59,0,75,50,77,57,74,67,62,68,48,45,56,30,40,60,67,15,27,82,66,64,18,64,53,70,56,75,30,0,39,37,69,11,5,32,6,5,53,32,23,26,37,70,47,42,48,43,48,40,51,63,14,40,64,58,25,26,26,15,24,23,24,0,25,16,33,44,43,86,36,74,42,53,41,6,50,39,37,68,48,48,29,55,0,33,9,17,5,8,7,58,37,45,28,48,0,12,31,29,37,51,57,0,37
