date,841_Flyer,841_Canada,841_No Frills,841_Costco,841_Real Canadian Superstore,47_Car,47_Canada,47_Sales,47_Honda,47_Ford,1190_Car,1190_Canada,1190_Ford,1190_General Motors,1191_Motorcycle,1191_Mountain bike,1191_Canada,1191_Bicycle,1191_Mountain,1140_KAYAK,1140_Kayak,1140_Sales,1140_Outboard motor,1140_Boat,1213_Living van,1213_Trailer,1213_Sales,1213_Recreational vehicle,1213_Caravan,1013_Car,1013_Auction,1013_Sales,1013_Classic,1013_Classic car,1214_Car,1214_Trailer,1214_Sales,1214_Ritchie Bros. Auctioneers,1214_Truck,806_Car,806_Truck,806_Bugatti,806_Lamborghini,810_Car,810_Canada,810_Electric vehicle,810_Hybrid vehicle,810_Electric car,1317_Car,1317_Lock,1317_Smart,1317_Door,273_Motorcycle,273_Canada,273_Harley-Davidson,273_Sales,273_Yamaha Motor Company,148_Arctic Cat,148_Snowmobile,148_Ski-Doo,148_Polaris Inc.,1147_Aircraft,1147_Cessna,1147_Sales,1147_Airplane,1212_Scooter,1212_Motorcycle,1212_Canada,1212_Vespa,1212_Kick scooter,610_Van,610_Sales,610_Ford,610_Truck,610_Sport utility vehicle,815_Car,815_Canada,815_Sales,815_Ford,815_Honda,1294_Speed limit,1294_Ontario,1294_Exam,1294_Traffic ticket,1294_Driving,170_Driving school,170_Driving,170_Driver's license,170_License,170_Vehicle registration plate,138_Car,138_Code,138_Oil,138_apk,89_Car,89_Canada,89_Wheel,89_Tire,89_Rim,473_Car,473_Canada,473_Sales,473_Auto Trader Group,473_Used car,803_Car,803_Auto show,803_Air show,803_2010,803_Toronto,121_IGA Extra,121_Super C,121_Circulaire,121_IGA,121_Grocery store,276_Restaurant,276_Domino's Pizza,276_Menu,276_Toronto,276_McDonald's,650_Door,650_Canada,650_Air conditioning,650_Wood,650_The Home Depot,73_Walmart Pharmacy,73_Canadian Tire,73_Walmart,73_Walmart Canada,73_Calgary,355_Bookstore,355_Renaud-Bray,355_Archambault,355_Book,1146_EB Games Australia,1146_Game,1146_EB Games,1146_Canada,1146_Video game,18_Canada,18_Kijiji,18_Canadian Tire,18_Walmart,18_Shoes,1225_Outlet store,1225_Canada,1225_Hour,1225_Wholesaling,1225_Costco,270_IKEA,270_Furniture,270_Light,270_Canada,659_Gas,659_Petroleum,659_Filling station,659_Oil,659_Gasoline,1268_GasBuddy,1268_Costco Gasoline,1268_Gasoline,1268_Costco,1268_Price,38_SAAQ,38_Canada,38_Insurance,38_Vehicle insurance,38_Desjardins Group,844_Canada,844_Barcode,844_Point of sale,844_Image scanner,614_Vancouver,614_Centre Bell,614_Cineplex Entertainment,614_Ticket,614_Ticketmaster
2012-06-01,34,22,32,17,29,57,67,69,71,70,40,31,25,13,38,37,29,44,32,61,61,27,50,39,0,52,59,11,21,31,26,9,42,29,27,51,62,22,53,27,53,52,65,17,16,15,10,13,9,60,14,55,61,62,39,25,9,22,5,3,0,28,31,14,27,52,22,35,34,23,51,41,69,66,0,49,54,55,66,56,31,65,15,60,59,65,59,31,36,9,47,51,38,10,47,58,42,29,41,37,35,61,0,30,44,2,59,9,11,38,38,25,26,17,49,46,27,84,38,36,48,41,54,22,16,58,31,18,66,23,20,33,26,0,25,31,22,36,28,90,39,35,67,64,29,10,0,32,28,57,30,25,58,51,0,46,32,18,10,10,3,7,35,38,56,52,29,33,39,21,0,61,32,0,44,63
2012-07-01,32,21,33,17,32,59,69,76,75,76,23,26,16,7,43,40,32,47,34,71,71,37,67,58,0,64,61,3,23,30,23,21,51,31,43,62,76,0,59,27,41,41,65,17,15,6,5,12,9,40,15,42,59,66,34,16,0,23,6,3,0,31,38,7,26,50,19,36,36,30,57,42,77,72,0,47,56,63,73,60,42,87,20,49,67,66,67,36,39,45,49,66,42,13,49,59,40,30,35,38,37,67,20,34,40,1,39,9,7,9,39,21,25,20,53,46,28,88,36,38,49,59,50,45,19,66,35,17,74,34,18,42,28,0,24,33,25,27,27,91,40,37,63,85,30,20,0,33,29,59,30,24,51,31,0,42,23,13,0,7,2,6,36,39,58,35,27,25,47,24,11,49,35,0,35,46
2012-08-01,33,21,32,18,29,58,68,72,71,77,23,24,23,15,36,37,27,44,34,67,67,31,45,45,0,58,56,8,22,28,39,20,41,26,31,59,70,21,52,24,42,44,67,17,16,7,0,11,9,32,15,37,51,53,32,20,9,30,9,6,0,31,39,10,21,47,13,31,33,26,48,43,80,67,0,49,56,55,75,61,51,75,29,58,62,71,75,33,42,35,50,59,44,13,49,56,38,29,36,38,36,65,0,34,40,2,70,10,16,25,39,22,24,20,53,43,29,83,38,38,43,24,51,26,17,53,34,16,71,46,18,29,35,34,28,41,22,30,28,98,35,36,74,85,32,0,9,31,36,64,32,29,52,30,0,41,24,14,0,5,3,7,38,40,57,46,23,40,43,18,0,44,30,0,33,47
2012-09-01,31,21,31,17,28,55,62,65,69,74,26,29,33,15,26,30,18,34,28,44,44,22,29,30,0,34,36,5,17,30,27,25,41,27,33,50,59,0,50,27,46,43,70,19,16,13,10,15,8,51,15,47,43,50,28,17,9,41,16,9,0,29,38,10,28,46,14,34,28,31,42,44,77,65,0,47,53,53,70,60,46,68,28,41,56,55,58,31,38,8,48,52,41,13,45,55,38,34,39,36,34,64,0,31,28,2,43,11,25,16,45,22,24,21,48,42,28,82,37,38,39,15,51,38,14,48,33,16,73,71,15,34,47,0,30,38,24,36,28,94,30,36,75,60,32,18,0,41,30,61,38,26,54,31,30,42,23,17,0,7,3,9,32,34,52,44,31,37,35,16,0,55,39,0,45,65
2012-10-01,28,18,26,16,25,49,56,60,61,67,21,24,22,9,21,17,13,22,16,36,36,22,21,18,28,25,27,3,12,30,19,10,34,25,34,41,63,28,51,24,51,39,63,18,15,12,7,13,8,50,15,41,29,34,19,15,0,49,26,12,0,28,34,5,23,33,11,27,17,30,39,45,68,64,15,42,49,56,64,55,37,60,12,57,53,51,53,25,30,8,38,48,43,12,46,60,45,61,52,32,32,56,9,26,11,2,3,10,20,19,38,25,24,17,47,44,28,77,45,35,41,9,53,28,16,42,29,12,68,21,21,38,24,0,23,38,20,32,30,89,30,34,73,68,31,0,7,35,28,64,37,25,54,34,0,44,24,13,9,9,4,8,32,36,50,44,24,34,42,16,0,48,38,0,39,57
2012-11-01,40,27,30,22,29,49,55,59,60,67,20,19,25,9,14,12,12,17,13,36,36,19,13,14,0,16,17,4,14,30,17,13,34,29,22,37,51,29,50,19,47,40,56,16,12,12,14,11,9,36,15,39,26,33,21,14,0,65,36,20,10,26,37,3,21,31,7,25,19,23,37,48,73,61,0,41,48,52,63,53,28,60,21,50,52,45,49,25,30,31,36,56,43,13,46,61,49,60,61,31,30,66,0,25,7,4,2,10,23,22,41,27,23,17,50,43,28,80,34,36,37,9,50,23,14,65,43,20,70,24,24,60,23,0,40,63,29,38,40,88,42,55,71,87,38,34,0,45,28,64,40,26,51,35,28,45,27,14,9,9,3,6,31,35,48,38,25,43,51,23,0,53,46,0,44,65
2012-12-01,50,30,31,26,37,45,49,50,52,62,22,24,20,6,14,13,11,17,12,30,30,13,8,13,0,14,17,3,10,25,20,15,36,28,31,31,33,0,49,19,57,39,53,12,10,11,7,8,9,44,15,45,27,36,21,8,0,88,49,27,0,24,28,8,24,25,2,19,16,18,33,30,67,58,0,36,40,47,52,43,18,50,30,35,48,41,43,21,28,0,34,52,34,16,43,51,33,37,41,27,25,56,9,20,9,4,1,8,8,28,43,24,27,20,50,51,31,83,32,30,30,6,41,26,18,75,54,20,100,35,31,68,31,0,38,67,28,42,39,80,47,63,68,97,40,9,8,51,29,56,41,27,46,22,0,36,25,9,0,4,2,6,28,28,38,32,12,34,31,13,0,57,27,0,39,63
2013-01-01,32,17,32,14,23,48,52,56,55,67,26,22,30,12,18,12,11,17,12,40,40,18,13,21,52,23,19,5,12,31,18,21,44,35,29,35,51,0,51,21,81,44,49,17,14,14,6,12,8,25,15,20,36,42,19,11,0,96,59,27,0,31,33,8,24,18,9,18,16,21,42,34,74,61,0,40,43,51,63,49,28,59,31,40,53,46,50,27,31,7,35,62,38,16,42,46,31,23,37,31,29,60,8,26,21,28,3,10,26,20,46,25,25,19,47,43,35,81,34,34,37,9,48,24,16,44,30,11,61,50,23,39,41,0,27,37,16,38,27,93,29,34,59,56,30,16,21,35,30,74,41,27,51,34,0,45,24,11,0,6,3,5,26,37,52,44,28,33,41,20,0,43,46,0,34,46
2013-02-01,31,16,33,14,26,48,57,60,59,67,21,25,24,8,15,16,14,20,16,44,44,20,12,23,0,27,30,4,11,32,22,10,37,27,32,38,66,0,57,24,65,45,48,16,15,16,7,10,6,32,13,31,37,44,12,20,16,100,56,25,0,30,34,5,30,21,14,14,14,13,43,46,72,66,0,41,47,50,61,48,25,54,34,50,51,48,53,34,38,15,34,60,37,13,38,45,34,22,30,31,31,60,0,27,37,25,4,9,47,16,45,31,26,18,50,42,35,76,34,31,34,9,47,17,19,38,26,9,59,27,13,48,23,0,28,33,17,37,25,91,25,29,58,48,24,25,0,28,30,57,39,29,50,26,27,44,25,16,9,8,3,7,26,37,49,38,18,37,42,19,0,50,61,29,42,56
2013-03-01,39,18,35,15,28,53,68,69,70,72,17,23,22,7,28,22,22,32,22,45,45,23,25,23,0,36,36,5,16,30,23,14,40,30,37,49,71,35,56,23,49,49,100,16,19,11,10,12,8,50,13,45,47,57,23,18,0,69,34,14,0,28,36,4,28,31,13,22,24,23,47,50,80,66,0,45,59,60,69,62,31,66,35,53,52,59,61,25,34,21,41,66,45,13,44,58,43,29,40,37,37,68,0,30,39,14,5,10,28,19,46,29,28,20,47,44,36,79,38,34,40,11,53,27,19,43,29,10,62,22,16,31,19,0,26,39,22,35,29,95,30,32,70,67,34,23,7,32,32,68,38,33,50,29,25,42,22,13,0,5,3,6,34,38,51,49,24,34,39,25,0,59,60,0,42,60
2013-04-01,36,19,31,16,23,57,72,68,76,74,20,22,23,6,33,35,29,40,30,50,50,26,30,27,26,44,43,5,17,28,18,21,35,26,30,54,69,52,55,24,51,50,63,17,14,10,10,12,10,48,15,48,56,70,25,34,7,35,13,7,9,26,31,6,25,44,19,35,27,35,46,43,77,72,0,45,59,66,69,67,28,61,19,47,55,56,60,26,36,0,53,73,45,13,48,67,54,45,56,37,38,59,8,30,34,5,6,9,15,29,42,25,24,18,45,40,34,77,36,37,44,15,56,20,20,54,28,9,62,25,15,43,23,0,22,28,16,28,29,100,36,31,74,56,31,39,7,35,32,67,36,32,51,32,0,42,18,11,0,5,3,6,39,38,55,43,28,41,39,21,0,45,45,0,40,60
2013-05-01,45,19,34,18,26,57,72,68,77,76,15,22,18,5,36,37,33,50,33,52,52,26,45,36,0,53,55,7,15,25,9,14,43,26,36,63,72,0,55,20,47,63,74,16,13,13,6,11,8,48,14,55,60,67,31,29,0,24,7,2,0,26,35,7,22,59,29,45,33,49,49,42,75,75,0,49,59,54,72,69,45,71,16,39,54,62,66,31,40,21,57,66,50,13,50,60,48,40,50,35,36,61,0,28,30,1,20,7,12,40,45,30,30,18,49,40,37,81,42,39,51,39,55,55,22,73,32,12,71,23,17,27,22,0,25,26,11,31,29,99,44,33,70,63,33,16,7,37,31,53,33,28,61,35,0,42,20,17,8,6,4,7,42,37,55,34,22,36,37,14,0,41,30,27,33,52
2013-06-01,39,18,36,16,26,62,71,70,76,74,22,24,23,4,45,41,30,47,35,59,59,29,53,39,27,51,53,7,17,34,36,12,44,28,36,59,72,18,58,26,46,67,71,17,14,12,13,11,8,54,13,53,58,65,26,20,0,20,4,2,0,29,32,4,23,52,33,40,34,34,53,38,74,75,0,52,61,59,70,66,30,76,25,45,53,62,64,24,36,30,49,70,44,15,51,61,43,29,36,37,37,62,8,30,48,1,48,8,10,18,50,32,29,21,50,39,33,81,40,38,47,40,52,49,19,68,32,12,69,19,18,38,22,0,25,39,16,26,28,97,43,35,65,60,33,16,7,36,32,60,34,30,61,28,0,42,22,13,8,5,4,6,35,36,54,27,21,31,30,16,0,55,19,0,33,40
2013-07-01,42,20,35,18,27,63,70,75,81,77,28,28,23,12,38,37,29,46,31,68,68,27,65,53,27,64,68,9,24,36,19,22,45,29,37,56,64,27,62,24,34,59,73,17,14,15,11,13,12,48,14,46,56,61,24,22,0,21,6,2,9,28,36,8,23,57,28,39,50,22,54,47,82,71,0,51,60,58,73,70,35,74,20,48,59,68,70,34,44,7,58,69,48,14,53,61,41,31,39,38,39,68,0,32,44,2,41,7,8,25,46,30,28,18,50,38,33,87,44,42,54,51,52,40,21,72,35,13,71,28,15,31,21,0,23,36,16,24,27,93,43,39,60,61,32,8,7,37,33,64,34,30,55,27,0,40,22,18,0,7,5,9,42,38,58,52,22,35,39,16,0,50,24,0,32,45
2013-08-01,47,22,36,18,25,61,72,72,80,76,23,23,23,7,27,33,26,38,30,58,58,31,50,48,26,57,58,3,20,36,30,21,45,35,30,58,69,0,55,27,35,62,73,17,17,11,11,13,8,44,13,35,56,59,29,27,7,29,11,4,0,30,34,7,23,55,20,44,41,21,51,46,76,71,0,51,62,56,74,72,39,67,40,49,55,64,67,31,42,7,54,67,52,17,49,59,41,32,46,38,38,65,0,30,47,2,47,8,13,35,45,31,27,24,53,40,37,80,39,41,43,21,53,28,18,58,34,13,72,47,10,51,30,0,25,44,23,26,30,96,38,38,70,94,38,63,0,36,39,73,38,34,56,30,0,41,23,14,8,7,4,7,42,36,57,47,36,36,41,18,0,42,24,0,34,37
2013-09-01,47,20,34,17,24,56,68,61,72,71,17,26,21,13,31,25,18,30,24,43,43,23,32,27,0,41,40,6,15,30,20,18,36,24,31,49,54,17,60,28,36,64,66,18,17,11,12,12,8,48,16,52,41,47,29,15,7,40,17,7,0,30,36,6,25,47,15,41,37,23,45,47,75,66,0,44,58,54,68,64,42,59,12,58,50,62,62,25,36,7,43,65,45,14,47,58,41,38,44,35,38,60,0,27,28,3,24,9,19,16,44,29,26,19,47,37,34,71,40,41,40,12,52,31,21,49,34,14,68,65,13,28,40,28,29,51,21,27,31,92,32,36,72,65,36,30,0,37,33,68,41,31,55,28,0,41,20,13,16,6,4,7,35,37,54,36,29,39,41,22,8,50,38,0,42,40
2013-10-01,53,20,34,19,26,54,66,59,68,71,25,26,26,7,22,18,12,21,16,34,34,20,21,18,24,26,30,5,14,30,29,9,41,29,30,40,51,48,59,25,35,85,73,14,12,16,10,10,8,37,14,45,34,42,18,9,7,54,27,10,0,29,36,7,25,38,14,30,38,19,45,43,72,71,0,44,57,67,65,61,32,58,22,40,51,52,56,24,33,26,46,67,48,14,46,63,44,63,55,34,36,57,0,27,11,1,2,9,27,17,42,33,26,17,47,43,37,75,38,40,41,10,52,27,20,48,32,14,68,21,19,36,20,0,23,40,15,28,33,82,32,37,67,58,33,50,6,38,31,65,45,30,57,27,23,44,24,11,7,5,3,5,35,34,51,44,25,33,34,21,0,45,43,0,40,47
2013-11-01,72,30,34,27,28,51,61,52,62,75,16,27,19,13,19,12,13,17,11,33,33,16,11,13,0,18,18,6,11,23,23,4,38,22,23,36,43,24,55,23,31,64,67,17,12,13,2,11,9,32,17,38,28,39,23,10,0,65,37,14,8,26,32,7,25,32,10,28,30,24,40,46,68,64,0,43,53,48,70,57,35,50,25,35,53,42,42,21,28,7,38,59,43,16,47,67,53,77,74,31,32,55,0,24,10,4,2,8,15,25,41,36,27,17,49,50,39,77,35,42,41,9,51,25,21,73,50,22,74,21,22,55,22,0,42,65,34,44,47,80,48,64,72,83,45,36,7,53,32,73,49,32,51,26,23,41,26,12,0,7,3,5,30,33,49,34,23,34,34,13,0,53,44,0,45,64
2013-12-01,94,40,36,32,36,49,58,53,56,63,13,21,20,11,10,9,12,16,9,28,28,12,8,12,51,15,14,4,15,24,13,9,34,20,19,33,43,0,55,23,44,66,70,17,13,9,6,11,6,47,15,39,27,41,14,13,0,100,61,24,0,26,33,8,25,28,9,24,20,23,40,29,64,62,0,41,51,53,60,47,18,48,27,31,47,36,43,20,27,0,38,68,40,17,50,58,40,46,42,27,30,60,0,19,9,3,2,7,11,19,51,39,34,18,49,62,40,79,40,36,40,8,43,24,24,91,70,31,97,32,26,60,27,0,40,74,36,49,52,75,52,79,70,80,44,54,14,62,33,64,46,33,52,23,25,35,22,11,8,4,3,4,28,30,43,27,20,35,37,16,0,47,41,26,53,58
2014-01-01,63,25,39,21,27,53,64,58,60,69,20,27,27,5,15,11,13,17,11,39,39,19,11,20,0,23,24,5,13,29,35,11,42,25,44,38,50,8,65,26,56,57,62,18,14,5,6,10,7,52,14,52,38,44,24,13,0,93,61,21,0,26,27,2,24,19,6,19,14,9,41,54,78,68,7,44,58,47,70,56,20,52,11,49,51,50,57,27,36,19,40,61,40,17,48,53,38,27,33,34,32,61,0,26,23,28,2,9,24,33,50,34,31,19,48,52,44,78,41,37,42,10,55,21,23,51,37,22,59,42,14,44,32,0,29,41,18,40,36,77,32,41,60,49,30,42,6,44,35,73,48,35,57,32,23,44,25,10,0,6,3,6,31,40,55,38,39,32,29,24,8,45,38,0,47,65
2014-02-01,60,25,38,19,23,53,68,58,58,69,17,36,27,11,10,14,16,18,13,38,38,22,14,23,0,29,29,9,15,28,21,9,44,27,30,42,49,9,61,22,39,53,55,19,12,12,15,13,7,54,12,57,38,49,14,9,0,93,57,18,0,27,32,3,24,19,7,16,14,9,44,42,82,68,0,47,58,58,66,51,17,59,32,39,52,48,54,24,30,0,39,67,38,19,42,53,34,24,31,32,37,61,16,25,35,22,4,8,42,17,45,35,29,21,51,48,45,80,42,38,43,9,54,39,22,37,33,32,58,19,14,26,22,0,28,36,19,40,35,78,27,37,55,47,30,16,7,37,35,62,42,34,61,29,0,41,27,10,16,7,5,7,30,36,50,45,41,41,38,14,0,39,38,0,37,60
2014-03-01,60,29,35,21,22,59,76,68,69,76,23,30,19,8,22,22,24,26,20,44,44,19,20,23,23,38,36,5,20,28,12,6,40,24,31,47,60,24,60,28,39,55,59,19,14,15,15,15,7,45,15,45,44,63,21,18,0,73,41,21,8,39,33,8,100,28,10,21,19,23,53,49,84,76,0,49,65,63,75,65,27,63,11,44,53,60,61,25,36,6,42,73,48,17,48,59,42,32,40,38,39,71,7,29,39,14,4,8,31,19,46,38,30,19,48,54,47,75,40,40,43,11,54,25,24,45,35,34,60,23,14,35,20,0,29,44,20,36,35,83,30,40,69,53,30,28,6,44,37,72,44,35,59,31,68,43,24,14,0,7,4,8,32,40,55,38,35,33,31,23,0,60,36,0,39,66
2014-04-01,61,29,35,25,28,64,83,72,81,80,16,29,25,10,37,36,32,43,31,49,49,23,21,27,24,45,47,12,21,30,25,15,43,26,33,61,76,8,67,25,42,54,63,21,21,16,14,19,10,53,16,49,57,76,33,25,0,39,14,6,0,29,34,7,40,52,14,39,27,33,56,60,81,81,0,52,71,70,79,75,32,68,18,43,60,59,63,26,38,33,59,65,54,16,52,71,64,55,54,40,42,71,15,33,38,7,5,8,13,22,51,40,32,19,48,54,45,75,44,44,47,13,59,42,22,63,39,35,66,20,15,28,24,26,22,33,15,30,35,84,39,43,76,61,35,15,0,51,40,70,45,36,60,31,23,42,26,22,8,8,5,10,43,37,57,55,28,39,31,19,16,39,37,0,39,51
2014-05-01,68,27,39,26,26,65,81,71,84,80,16,30,19,6,34,42,35,48,34,56,56,25,44,36,0,61,47,5,21,36,22,7,39,35,36,64,60,26,69,24,42,49,78,21,18,13,6,16,10,54,16,52,60,71,19,24,0,27,8,3,0,28,36,11,29,59,14,40,31,28,58,45,78,77,7,55,69,68,77,76,35,60,8,38,61,67,69,27,37,14,62,75,67,16,55,69,59,45,54,39,39,63,0,29,32,1,14,7,13,24,42,39,34,19,53,52,44,82,44,48,54,30,67,42,23,84,41,24,70,27,17,27,25,0,27,34,17,35,34,86,47,45,76,73,35,23,0,55,37,68,43,35,62,34,25,43,25,17,8,9,5,8,44,36,59,53,21,31,38,19,0,41,49,26,37,49
2014-06-01,63,28,37,26,28,65,82,73,82,76,17,24,22,8,52,43,36,50,37,65,65,28,58,45,0,62,51,6,22,38,13,16,47,34,45,63,65,10,70,25,28,52,76,24,19,19,16,20,10,66,17,52,62,71,29,21,8,24,7,3,0,26,32,4,26,64,20,46,34,29,59,62,82,76,0,53,68,65,72,71,47,78,9,45,63,65,69,27,42,24,60,71,57,14,54,68,49,34,45,40,38,65,36,31,53,1,40,8,8,23,46,35,30,22,49,50,42,77,42,47,56,35,59,61,19,79,43,32,70,18,17,28,19,0,22,40,15,35,35,84,49,47,67,80,34,17,0,52,35,57,38,34,64,44,28,44,26,18,9,10,5,10,42,38,58,51,26,36,32,23,0,52,20,0,31,43
2014-07-01,67,33,38,27,24,67,81,78,82,82,14,26,26,6,40,37,34,46,32,76,76,33,63,55,28,73,67,6,27,35,15,15,45,31,32,71,71,38,65,26,36,49,71,23,20,16,14,19,9,60,17,60,60,68,28,23,0,24,8,2,0,29,34,8,33,59,26,43,28,28,62,43,80,84,0,56,71,62,78,72,53,77,55,46,62,79,79,30,56,31,60,78,56,17,56,69,47,35,47,39,39,67,35,31,51,1,37,7,7,17,47,39,31,23,56,62,45,88,42,50,60,42,62,64,24,75,45,39,72,25,12,32,28,0,22,40,17,31,36,85,45,49,63,73,37,42,0,54,41,66,41,38,61,24,55,41,30,17,0,10,4,8,44,41,61,48,22,32,28,20,9,39,25,0,34,41
2014-08-01,71,36,42,28,33,68,82,76,80,82,20,22,30,7,34,34,27,40,28,83,83,31,47,52,0,64,64,4,22,34,15,15,45,35,31,63,66,29,66,37,30,66,78,18,17,14,12,14,11,64,17,65,55,71,27,13,8,29,11,4,0,28,37,7,25,55,22,40,26,36,56,46,87,77,0,59,71,69,78,70,53,73,52,51,63,71,72,29,48,39,60,75,62,17,55,67,47,35,44,42,42,70,9,32,42,1,53,7,14,20,46,40,30,24,57,75,46,84,42,48,52,20,64,52,22,60,45,40,77,44,13,32,36,0,25,48,22,35,39,85,38,51,72,90,41,43,0,56,49,74,45,42,62,23,28,38,27,17,0,6,4,6,43,37,59,57,24,32,38,19,19,43,19,29,37,49
2014-09-01,67,34,38,25,32,61,78,68,73,80,13,25,28,8,32,26,22,30,24,68,68,25,35,30,0,42,38,5,19,30,19,27,45,35,27,55,64,18,62,23,39,51,69,24,20,17,11,19,10,50,16,51,42,54,16,13,0,43,19,7,0,28,39,4,24,48,12,38,20,17,52,58,85,71,15,49,69,69,76,65,42,61,25,43,54,64,63,26,39,37,53,76,52,17,50,69,48,48,52,37,38,66,8,29,34,1,11,7,24,19,50,39,30,22,50,63,41,74,37,50,50,13,62,38,29,49,43,39,71,56,11,30,40,0,29,49,24,42,40,80,35,48,74,65,39,32,22,53,42,76,49,40,60,27,26,43,25,12,8,5,4,6,43,36,56,40,17,39,27,25,0,52,37,0,47,57
2014-10-01,70,33,41,25,29,55,72,63,69,76,21,34,43,9,22,17,16,21,16,59,59,21,26,18,25,26,26,5,17,30,33,16,42,24,28,49,62,0,61,23,31,49,83,20,15,23,8,15,8,37,14,39,31,43,21,13,0,56,30,9,0,29,37,6,26,37,15,30,14,27,44,44,83,74,7,45,63,61,72,65,34,60,35,39,53,50,54,24,37,14,42,66,53,16,48,71,55,64,63,33,37,63,0,25,10,2,2,7,19,26,46,38,30,21,51,61,43,73,38,47,49,11,60,44,22,45,40,35,64,21,13,29,22,0,31,43,24,35,40,77,35,45,67,56,38,8,7,51,37,73,54,36,62,24,25,47,28,25,0,6,6,9,36,34,55,40,32,40,32,19,8,43,43,0,44,54
2014-11-01,88,53,37,34,36,55,70,56,68,74,20,26,29,8,9,14,13,17,13,56,56,15,14,13,0,17,16,4,16,27,14,12,33,20,37,39,38,26,65,23,34,46,67,20,15,16,13,14,8,56,15,54,25,40,17,9,7,73,45,13,0,29,32,3,25,31,12,27,14,35,46,44,75,69,15,47,60,54,67,61,31,57,32,32,49,46,48,26,35,21,43,70,51,19,56,82,68,95,83,32,35,60,8,25,9,4,2,7,18,32,49,40,31,20,54,50,48,74,35,50,50,10,59,38,22,77,58,57,71,19,19,36,22,0,38,70,41,43,64,75,56,74,76,62,50,16,7,65,37,77,57,41,60,25,51,49,28,25,16,7,6,9,36,34,52,52,18,39,30,17,9,48,46,0,52,56
2014-12-01,94,63,40,36,42,49,61,47,54,63,15,24,18,7,14,13,12,17,12,48,48,11,11,13,0,15,15,3,14,29,18,5,44,32,23,33,37,0,64,25,37,47,63,13,14,12,13,8,8,43,16,40,27,42,15,5,0,79,51,14,0,28,32,5,30,27,8,24,10,35,38,36,68,68,7,40,53,46,62,47,34,54,24,44,52,41,46,23,32,14,39,63,49,22,49,65,44,40,41,28,32,54,8,20,11,5,2,6,10,27,56,45,36,22,56,65,46,79,41,40,40,7,53,23,24,73,72,65,89,32,16,64,35,0,42,83,51,44,58,67,52,84,67,81,55,71,7,71,38,61,56,41,62,26,0,52,23,40,16,9,10,16,30,32,46,29,22,30,32,14,0,54,47,0,48,62
2015-01-01,73,34,41,22,28,53,64,57,58,70,12,24,20,7,16,12,13,15,12,81,81,18,12,20,24,25,22,2,15,27,32,11,39,24,32,34,50,0,68,24,60,44,60,18,14,11,6,13,6,52,12,50,37,47,22,14,0,87,56,14,0,25,33,7,22,20,10,19,11,9,46,40,79,64,7,44,57,49,68,52,25,56,40,40,49,48,51,24,33,26,37,68,44,20,46,55,39,27,29,31,33,71,0,22,21,30,6,7,23,16,54,43,35,23,50,50,46,70,41,42,45,8,55,26,26,43,39,32,56,45,14,31,30,0,26,43,23,30,40,69,31,43,58,60,50,22,0,47,43,73,53,42,59,28,23,57,24,37,8,11,9,16,31,37,52,45,39,37,34,16,0,41,36,0,40,49
2015-02-01,67,30,41,22,26,55,69,59,62,75,20,25,27,8,9,17,15,17,14,68,68,19,16,22,54,29,27,0,17,34,21,7,41,30,38,44,54,36,65,21,48,46,61,20,13,15,11,15,7,50,14,50,39,52,23,15,0,92,61,21,0,24,27,5,26,20,13,16,15,7,48,50,95,71,0,48,63,54,74,52,32,60,16,39,43,47,51,25,33,15,42,63,47,21,48,57,39,25,35,32,32,58,8,25,39,31,10,6,47,27,55,44,33,19,54,43,45,71,41,41,45,9,55,28,27,41,35,27,56,21,15,30,22,0,24,39,18,23,35,69,29,39,57,37,40,0,0,46,38,66,49,38,60,28,26,54,28,28,0,10,8,11,33,36,54,39,31,31,37,17,9,45,48,0,47,69
2015-03-01,62,30,38,25,23,62,74,65,71,80,19,25,24,11,29,27,26,30,24,73,73,19,21,25,49,39,36,4,22,29,13,15,46,30,34,50,59,8,71,23,37,43,62,19,15,15,10,13,9,50,16,56,50,60,21,13,7,84,38,13,0,26,32,8,31,30,12,21,16,16,57,45,99,79,7,53,65,66,78,66,30,64,48,57,59,61,63,26,39,34,53,71,58,18,52,66,53,38,49,35,34,64,8,28,39,13,7,7,25,19,52,42,32,22,50,43,46,71,42,45,49,10,61,24,28,47,37,25,54,20,14,28,19,0,26,37,16,35,37,75,32,41,68,58,40,37,7,50,41,73,49,37,55,29,24,51,26,19,15,10,6,9,37,37,56,44,37,41,37,18,0,53,41,0,41,61
2015-04-01,64,32,40,36,27,68,80,70,83,79,19,32,23,8,37,41,39,43,33,65,65,18,35,27,25,49,42,3,24,36,22,24,49,35,34,60,67,8,66,29,41,44,76,21,15,16,8,18,9,53,16,54,60,73,23,17,0,39,14,6,0,25,37,8,30,42,15,32,28,33,58,50,81,75,0,56,67,63,77,74,33,65,30,49,55,60,67,26,40,14,64,80,66,18,54,75,70,56,64,39,37,69,0,30,32,5,4,6,12,27,53,37,32,23,48,42,47,69,43,48,51,14,63,40,27,64,40,25,58,25,16,23,24,0,25,33,17,25,36,86,43,44,74,52,42,44,7,53,39,68,48,37,55,28,0,48,30,17,8,7,5,8,48,37,57,47,27,27,31,16,0,37,37,0,51,56
